TraceNumber,DateTime,ClassName,FunctionName,Parameters,Line,StackDepth,AlwaysUsed
1067,2017-11-18T17:25:10.685,org.jfree.chart.ui.RectangleInsets,trimHeight,(double),503 ,8,true
1068,2017-11-18T17:25:10.688,org.jfree.chart.ui.RectangleInsets,calculateTopInset,(double),361 ,9,true
1069,2017-11-18T17:25:10.689,org.jfree.chart.ui.RectangleInsets,calculateBottomInset,(double),391 ,9,true
1070,2017-11-18T17:25:10.690,org.jfree.chart.block.BlockBorder,getInsets,(),142 ,8,true
1071,2017-11-18T17:25:10.690,org.jfree.chart.ui.RectangleInsets,trimHeight,(double),503 ,8,true
1072,2017-11-18T17:25:10.690,org.jfree.chart.ui.RectangleInsets,calculateTopInset,(double),361 ,9,true
1073,2017-11-18T17:25:10.691,org.jfree.chart.ui.RectangleInsets,calculateBottomInset,(double),391 ,9,true
1074,2017-11-18T17:25:10.691,org.jfree.chart.ui.RectangleInsets,trimHeight,(double),503 ,8,true
1075,2017-11-18T17:25:10.691,org.jfree.chart.ui.RectangleInsets,calculateTopInset,(double),361 ,9,true
1076,2017-11-18T17:25:10.692,org.jfree.chart.ui.RectangleInsets,calculateBottomInset,(double),391 ,9,true
1077,2017-11-18T17:25:10.692,org.jfree.chart.block.RectangleConstraint,getWidthConstraintType,(),175 ,6,true
1078,2017-11-18T17:25:10.693,org.jfree.chart.block.RectangleConstraint,getHeightConstraintType,(),202 ,6,true
1079,2017-11-18T17:25:10.693,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
1080,2017-11-18T17:25:10.694,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
1081,2017-11-18T17:25:10.694,org.jfree.chart.block.RectangleConstraint,getWidthConstraintType,(),175 ,5,true
1082,2017-11-18T17:25:10.694,org.jfree.chart.block.RectangleConstraint,getHeightConstraintType,(),202 ,5,true
1083,2017-11-18T17:25:10.695,org.jfree.chart.block.RectangleConstraint,getWidthRange,(),166 ,5,true
1084,2017-11-18T17:25:10.695,org.jfree.chart.block.RectangleConstraint,getHeightRange,(),193 ,5,true
1085,2017-11-18T17:25:10.696,org.jfree.chart.title.TextTitle,arrangeRR,(java.awt.Graphics2D  org.jfree.data.Range  org.jfree.data.Range),624 ,5,true
1086,2017-11-18T17:25:10.696,org.jfree.chart.title.Title,getPosition,(),231 ,6,true
1087,2017-11-18T17:25:10.696,org.jfree.data.Range,getUpperBound,(),114 ,6,true
1088,2017-11-18T17:25:10.727,org.jfree.chart.text.TextUtils,createTextBlock,(java.lang.String  java.awt.Font  java.awt.Paint  float  int  org.jfree.chart.text.TextMeasurer),161 ,6,true
1089,2017-11-18T17:25:10.742,org.jfree.chart.text.TextUtils,nextLineBreak,(java.lang.String  int  float  java.text.BreakIterator  org.jfree.chart.text.TextMeasurer),218 ,7,true
1090,2017-11-18T17:25:10.745,org.jfree.chart.text.G2TextMeasurer,getStringWidth,(java.lang.String  int  int),63 ,8,true
1091,2017-11-18T17:25:10.799,org.jfree.chart.text.TextUtils,getTextBounds,(java.lang.String  java.awt.Graphics2D  java.awt.FontMetrics),269 ,9,true
1092,2017-11-18T17:25:10.802,org.jfree.chart.text.G2TextMeasurer,getStringWidth,(java.lang.String  int  int),63 ,8,true
1093,2017-11-18T17:25:10.802,org.jfree.chart.text.TextUtils,getTextBounds,(java.lang.String  java.awt.Graphics2D  java.awt.FontMetrics),269 ,9,true
1094,2017-11-18T17:25:10.803,org.jfree.chart.text.G2TextMeasurer,getStringWidth,(java.lang.String  int  int),63 ,8,true
1095,2017-11-18T17:25:10.803,org.jfree.chart.text.TextUtils,getTextBounds,(java.lang.String  java.awt.Graphics2D  java.awt.FontMetrics),269 ,9,true
1096,2017-11-18T17:25:10.805,org.jfree.chart.text.TextBlock,addLine,(java.lang.String  java.awt.Font  java.awt.Paint),98 ,7,true
1097,2017-11-18T17:25:10.817,org.jfree.chart.text.TextBlock,addLine,(org.jfree.chart.text.TextLine),107 ,8,true
1098,2017-11-18T17:25:10.818,org.jfree.chart.text.TextBlock,setLineAlignment,(org.jfree.chart.ui.HorizontalAlignment),84 ,6,true
1099,2017-11-18T17:25:10.818,org.jfree.chart.text.TextBlock,calculateDimensions,(java.awt.Graphics2D),141 ,6,true
1100,2017-11-18T17:25:10.820,org.jfree.chart.text.TextLine,calculateDimensions,(java.awt.Graphics2D),164 ,7,true
1101,2017-11-18T17:25:10.820,org.jfree.chart.text.TextFragment,calculateDimensions,(java.awt.Graphics2D),195 ,8,true
1102,2017-11-18T17:25:10.821,org.jfree.chart.text.TextUtils,getTextBounds,(java.lang.String  java.awt.Graphics2D  java.awt.FontMetrics),269 ,9,true
1103,2017-11-18T17:25:10.822,org.jfree.chart.ui.Size2D,getWidth,(),75 ,8,true
1104,2017-11-18T17:25:10.822,org.jfree.chart.ui.Size2D,getHeight,(),93 ,8,true
1105,2017-11-18T17:25:10.823,org.jfree.chart.ui.Size2D,getWidth,(),75 ,7,true
1106,2017-11-18T17:25:10.823,org.jfree.chart.ui.Size2D,getHeight,(),93 ,7,true
1107,2017-11-18T17:25:10.823,org.jfree.chart.ui.Size2D,getWidth,(),75 ,5,true
1108,2017-11-18T17:25:10.824,org.jfree.chart.block.AbstractBlock,calculateTotalWidth,(double),475 ,5,true
1109,2017-11-18T17:25:10.824,org.jfree.chart.ui.RectangleInsets,extendWidth,(double),492 ,6,true
1110,2017-11-18T17:25:10.824,org.jfree.chart.ui.RectangleInsets,calculateLeftOutset,(double),436 ,7,true
1111,2017-11-18T17:25:10.824,org.jfree.chart.ui.RectangleInsets,calculateRightOutset,(double),466 ,7,true
1112,2017-11-18T17:25:10.825,org.jfree.chart.block.BlockBorder,getInsets,(),142 ,6,true
1113,2017-11-18T17:25:10.825,org.jfree.chart.ui.RectangleInsets,extendWidth,(double),492 ,6,true
1114,2017-11-18T17:25:10.828,org.jfree.chart.ui.RectangleInsets,calculateLeftOutset,(double),436 ,7,true
1115,2017-11-18T17:25:10.829,org.jfree.chart.ui.RectangleInsets,calculateRightOutset,(double),466 ,7,true
1116,2017-11-18T17:25:10.829,org.jfree.chart.ui.RectangleInsets,extendWidth,(double),492 ,6,true
1117,2017-11-18T17:25:10.829,org.jfree.chart.ui.RectangleInsets,calculateLeftOutset,(double),436 ,7,true
1118,2017-11-18T17:25:10.829,org.jfree.chart.ui.RectangleInsets,calculateRightOutset,(double),466 ,7,true
1119,2017-11-18T17:25:10.830,org.jfree.chart.ui.Size2D,getHeight,(),93 ,5,true
1120,2017-11-18T17:25:10.830,org.jfree.chart.block.AbstractBlock,calculateTotalHeight,(double),490 ,5,true
1121,2017-11-18T17:25:10.830,org.jfree.chart.ui.RectangleInsets,extendHeight,(double),515 ,6,true
1122,2017-11-18T17:25:10.830,org.jfree.chart.ui.RectangleInsets,calculateTopOutset,(double),376 ,7,true
1123,2017-11-18T17:25:10.831,org.jfree.chart.ui.RectangleInsets,calculateBottomOutset,(double),406 ,7,true
1124,2017-11-18T17:25:10.831,org.jfree.chart.block.BlockBorder,getInsets,(),142 ,6,true
1125,2017-11-18T17:25:10.831,org.jfree.chart.ui.RectangleInsets,extendHeight,(double),515 ,6,true
1126,2017-11-18T17:25:10.832,org.jfree.chart.ui.RectangleInsets,calculateTopOutset,(double),376 ,7,true
1127,2017-11-18T17:25:10.832,org.jfree.chart.ui.RectangleInsets,calculateBottomOutset,(double),406 ,7,true
1128,2017-11-18T17:25:10.833,org.jfree.chart.ui.RectangleInsets,extendHeight,(double),515 ,6,true
1129,2017-11-18T17:25:10.833,org.jfree.chart.ui.RectangleInsets,calculateTopOutset,(double),376 ,7,true
1130,2017-11-18T17:25:10.833,org.jfree.chart.ui.RectangleInsets,calculateBottomOutset,(double),406 ,7,true
1131,2017-11-18T17:25:10.833,org.jfree.chart.title.Title,getHorizontalAlignment,(),254 ,4,true
1132,2017-11-18T17:25:10.834,org.jfree.chart.JFreeChart,createAlignedRectangle2D,(org.jfree.chart.ui.Size2D  java.awt.geom.Rectangle2D  org.jfree.chart.ui.HorizontalAlignment  org.jfree.chart.ui.VerticalAlignment),1309 ,4,true
1133,2017-11-18T17:25:10.834,org.jfree.chart.title.TextTitle,draw,(java.awt.Graphics2D  java.awt.geom.Rectangle2D  java.lang.Object),689 ,4,true
1134,2017-11-18T17:25:10.834,org.jfree.chart.block.AbstractBlock,trimMargin,(java.awt.geom.Rectangle2D),507 ,5,true
1135,2017-11-18T17:25:10.835,org.jfree.chart.ui.RectangleInsets,trim,(java.awt.geom.Rectangle2D),525 ,6,true
1136,2017-11-18T17:25:10.835,org.jfree.chart.ui.RectangleInsets,calculateLeftInset,(double),421 ,7,true
1137,2017-11-18T17:25:10.835,org.jfree.chart.ui.RectangleInsets,calculateRightInset,(double),451 ,7,true
1138,2017-11-18T17:25:10.835,org.jfree.chart.ui.RectangleInsets,calculateTopInset,(double),361 ,7,true
1139,2017-11-18T17:25:10.835,org.jfree.chart.ui.RectangleInsets,calculateBottomInset,(double),391 ,7,true
1140,2017-11-18T17:25:10.836,org.jfree.chart.block.AbstractBlock,drawBorder,(java.awt.Graphics2D  java.awt.geom.Rectangle2D),546 ,5,true
1141,2017-11-18T17:25:10.836,org.jfree.chart.block.BlockBorder,draw,(java.awt.Graphics2D  java.awt.geom.Rectangle2D),164 ,6,true
1142,2017-11-18T17:25:10.836,org.jfree.chart.ui.RectangleInsets,calculateTopInset,(double),361 ,7,true
1143,2017-11-18T17:25:10.836,org.jfree.chart.ui.RectangleInsets,calculateBottomInset,(double),391 ,7,true
1144,2017-11-18T17:25:10.837,org.jfree.chart.ui.RectangleInsets,calculateLeftInset,(double),421 ,7,true
1145,2017-11-18T17:25:10.837,org.jfree.chart.ui.RectangleInsets,calculateRightInset,(double),451 ,7,true
1146,2017-11-18T17:25:10.837,org.jfree.chart.block.BlockParams,getGenerateEntities,(),86 ,5,true
1147,2017-11-18T17:25:10.837,org.jfree.chart.block.AbstractBlock,trimBorder,(java.awt.geom.Rectangle2D),521 ,5,true
1148,2017-11-18T17:25:10.838,org.jfree.chart.block.BlockBorder,getInsets,(),142 ,6,true
1149,2017-11-18T17:25:10.838,org.jfree.chart.ui.RectangleInsets,trim,(java.awt.geom.Rectangle2D),525 ,6,true
1150,2017-11-18T17:25:10.838,org.jfree.chart.ui.RectangleInsets,calculateLeftInset,(double),421 ,7,true
1151,2017-11-18T17:25:10.838,org.jfree.chart.ui.RectangleInsets,calculateRightInset,(double),451 ,7,true
1152,2017-11-18T17:25:10.839,org.jfree.chart.ui.RectangleInsets,calculateTopInset,(double),361 ,7,true
1153,2017-11-18T17:25:10.839,org.jfree.chart.ui.RectangleInsets,calculateBottomInset,(double),391 ,7,true
1154,2017-11-18T17:25:10.839,org.jfree.chart.block.AbstractBlock,trimPadding,(java.awt.geom.Rectangle2D),535 ,5,true
1155,2017-11-18T17:25:10.839,org.jfree.chart.ui.RectangleInsets,trim,(java.awt.geom.Rectangle2D),525 ,6,true
1156,2017-11-18T17:25:10.839,org.jfree.chart.ui.RectangleInsets,calculateLeftInset,(double),421 ,7,true
1157,2017-11-18T17:25:10.840,org.jfree.chart.ui.RectangleInsets,calculateRightInset,(double),451 ,7,true
1158,2017-11-18T17:25:10.840,org.jfree.chart.ui.RectangleInsets,calculateTopInset,(double),361 ,7,true
1159,2017-11-18T17:25:10.840,org.jfree.chart.ui.RectangleInsets,calculateBottomInset,(double),391 ,7,true
1160,2017-11-18T17:25:10.840,org.jfree.chart.title.Title,getPosition,(),231 ,5,true
1161,2017-11-18T17:25:10.841,org.jfree.chart.title.TextTitle,drawHorizontal,(java.awt.Graphics2D  java.awt.geom.Rectangle2D),737 ,5,true
1162,2017-11-18T17:25:10.844,org.jfree.chart.title.Title,getHorizontalAlignment,(),254 ,6,true
1163,2017-11-18T17:25:10.845,org.jfree.chart.title.Title,getPosition,(),231 ,6,true
1164,2017-11-18T17:25:10.845,org.jfree.chart.text.TextBlock,draw,(java.awt.Graphics2D  float  float  org.jfree.chart.text.TextBlockAnchor),188 ,6,true
1165,2017-11-18T17:25:10.845,org.jfree.chart.text.TextBlock,draw,(java.awt.Graphics2D  float  float  org.jfree.chart.text.TextBlockAnchor  float  float  double),207 ,7,true
1166,2017-11-18T17:25:10.845,org.jfree.chart.text.TextBlock,calculateDimensions,(java.awt.Graphics2D),141 ,8,true
1167,2017-11-18T17:25:10.846,org.jfree.chart.text.TextLine,calculateDimensions,(java.awt.Graphics2D),164 ,9,true
1168,2017-11-18T17:25:10.846,org.jfree.chart.text.TextFragment,calculateDimensions,(java.awt.Graphics2D),195 ,10,true
1169,2017-11-18T17:25:10.846,org.jfree.chart.text.TextUtils,getTextBounds,(java.lang.String  java.awt.Graphics2D  java.awt.FontMetrics),269 ,11,true
1170,2017-11-18T17:25:10.846,org.jfree.chart.ui.Size2D,getWidth,(),75 ,10,true
1171,2017-11-18T17:25:10.846,org.jfree.chart.ui.Size2D,getHeight,(),93 ,10,true
1172,2017-11-18T17:25:10.847,org.jfree.chart.ui.Size2D,getWidth,(),75 ,9,true
1173,2017-11-18T17:25:10.847,org.jfree.chart.ui.Size2D,getHeight,(),93 ,9,true
1174,2017-11-18T17:25:10.847,org.jfree.chart.ui.Size2D,getWidth,(),75 ,8,true
1175,2017-11-18T17:25:10.847,org.jfree.chart.ui.Size2D,getHeight,(),93 ,8,true
1176,2017-11-18T17:25:10.848,org.jfree.chart.text.TextBlock,calculateOffsets,(org.jfree.chart.text.TextBlockAnchor  double  double),244 ,8,true
1177,2017-11-18T17:25:10.849,org.jfree.chart.text.TextLine,calculateDimensions,(java.awt.Graphics2D),164 ,8,true
1178,2017-11-18T17:25:10.849,org.jfree.chart.text.TextFragment,calculateDimensions,(java.awt.Graphics2D),195 ,9,true
1179,2017-11-18T17:25:10.849,org.jfree.chart.text.TextUtils,getTextBounds,(java.lang.String  java.awt.Graphics2D  java.awt.FontMetrics),269 ,10,true
1180,2017-11-18T17:25:10.850,org.jfree.chart.ui.Size2D,getWidth,(),75 ,9,true
1181,2017-11-18T17:25:10.850,org.jfree.chart.ui.Size2D,getHeight,(),93 ,9,true
1182,2017-11-18T17:25:10.850,org.jfree.chart.ui.Size2D,getWidth,(),75 ,8,true
1183,2017-11-18T17:25:10.850,org.jfree.chart.ui.Size2D,getWidth,(),75 ,8,true
1184,2017-11-18T17:25:10.850,org.jfree.chart.text.TextLine,draw,(java.awt.Graphics2D  float  float  org.jfree.chart.ui.TextAnchor  float  float  double),135 ,8,true
1185,2017-11-18T17:25:10.850,org.jfree.chart.text.TextLine,calculateDimensions,(java.awt.Graphics2D),164 ,9,true
1186,2017-11-18T17:25:10.850,org.jfree.chart.text.TextFragment,calculateDimensions,(java.awt.Graphics2D),195 ,10,true
1187,2017-11-18T17:25:10.850,org.jfree.chart.text.TextUtils,getTextBounds,(java.lang.String  java.awt.Graphics2D  java.awt.FontMetrics),269 ,11,true
1188,2017-11-18T17:25:10.851,org.jfree.chart.ui.Size2D,getWidth,(),75 ,10,true
1189,2017-11-18T17:25:10.851,org.jfree.chart.ui.Size2D,getHeight,(),93 ,10,true
1190,2017-11-18T17:25:10.851,org.jfree.chart.ui.TextAnchor,isHorizontalCenter,(),151 ,9,true
1191,2017-11-18T17:25:10.851,org.jfree.chart.ui.TextAnchor,isRight,(),137 ,9,true
1192,2017-11-18T17:25:10.851,org.jfree.chart.text.TextLine,calculateBaselineOffset,(java.awt.Graphics2D  org.jfree.chart.ui.TextAnchor),213 ,9,true
1193,2017-11-18T17:25:10.851,org.jfree.chart.text.TextFragment,calculateBaselineOffset,(java.awt.Graphics2D  org.jfree.chart.ui.TextAnchor),211 ,10,true
1194,2017-11-18T17:25:10.852,org.jfree.chart.ui.TextAnchor,isTop,(),165 ,11,true
1195,2017-11-18T17:25:10.852,org.jfree.chart.text.TextFragment,calculateDimensions,(java.awt.Graphics2D),195 ,9,true
1196,2017-11-18T17:25:10.852,org.jfree.chart.text.TextUtils,getTextBounds,(java.lang.String  java.awt.Graphics2D  java.awt.FontMetrics),269 ,10,true
1197,2017-11-18T17:25:10.853,org.jfree.chart.text.TextFragment,draw,(java.awt.Graphics2D  float  float  org.jfree.chart.ui.TextAnchor  float  float  double),181 ,9,true
1198,2017-11-18T17:25:10.853,org.jfree.chart.text.TextUtils,drawRotatedString,(java.lang.String  java.awt.Graphics2D  float  float  org.jfree.chart.ui.TextAnchor  double  float  float),494 ,10,true
1199,2017-11-18T17:25:10.853,org.jfree.chart.text.TextUtils,drawAlignedString,(java.lang.String  java.awt.Graphics2D  float  float  org.jfree.chart.ui.TextAnchor),330 ,11,true
1200,2017-11-18T17:25:10.853,org.jfree.chart.text.TextUtils,deriveTextBoundsAnchorOffsets,(java.awt.Graphics2D  java.lang.String  org.jfree.chart.ui.TextAnchor  java.awt.geom.Rectangle2D),365 ,12,true
1201,2017-11-18T17:25:10.853,org.jfree.chart.text.TextUtils,getTextBounds,(java.lang.String  java.awt.Graphics2D  java.awt.FontMetrics),269 ,13,true
1202,2017-11-18T17:25:10.853,org.jfree.chart.ui.TextAnchor,isHorizontalCenter,(),151 ,13,true
1203,2017-11-18T17:25:10.854,org.jfree.chart.ui.TextAnchor,isRight,(),137 ,13,true
1204,2017-11-18T17:25:10.854,org.jfree.chart.ui.TextAnchor,isTop,(),165 ,13,true
1205,2017-11-18T17:25:10.854,org.jfree.chart.ui.TextAnchor,isHalfAscent,(),203 ,13,true
1206,2017-11-18T17:25:10.854,org.jfree.chart.ui.TextAnchor,isVerticalCenter,(),216 ,13,true
1207,2017-11-18T17:25:10.854,org.jfree.chart.ui.TextAnchor,isBaseline,(),190 ,13,true
1208,2017-11-18T17:25:10.855,org.jfree.chart.ui.Size2D,getWidth,(),75 ,9,true
1209,2017-11-18T17:25:10.857,org.jfree.chart.ui.Size2D,getHeight,(),93 ,8,true
1210,2017-11-18T17:25:10.860,org.jfree.chart.block.BlockResult,getEntityCollection,(),68 ,4,true
1211,2017-11-18T17:25:10.861,org.jfree.chart.title.Title,isVisible,(),207 ,3,true
1212,2017-11-18T17:25:10.861,org.jfree.chart.JFreeChart,drawTitle,(org.jfree.chart.title.Title  java.awt.Graphics2D  java.awt.geom.Rectangle2D  boolean),1351 ,3,true
1213,2017-11-18T17:25:10.861,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,4,true
1214,2017-11-18T17:25:10.861,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,4,true
1215,2017-11-18T17:25:10.861,org.jfree.chart.title.Title,getPosition,(),231 ,4,true
1216,2017-11-18T17:25:10.861,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,4,true
1217,2017-11-18T17:25:10.861,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,4,true
1218,2017-11-18T17:25:10.862,org.jfree.chart.block.BlockParams,setGenerateEntities,(boolean),95 ,4,true
1219,2017-11-18T17:25:10.862,org.jfree.chart.title.LegendTitle,arrange,(java.awt.Graphics2D  org.jfree.chart.block.RectangleConstraint),531 ,4,true
1220,2017-11-18T17:25:10.862,org.jfree.chart.title.LegendTitle,fetchLegendItems,(),423 ,5,true
1221,2017-11-18T17:25:10.862,org.jfree.chart.block.BlockContainer,clear,(),163 ,6,true
1222,2017-11-18T17:25:10.863,org.jfree.chart.block.FlowArrangement,clear,(),417 ,7,true
1223,2017-11-18T17:25:10.863,org.jfree.chart.title.Title,getPosition,(),231 ,6,true
1224,2017-11-18T17:25:10.863,org.jfree.chart.ui.RectangleEdge,isTopOrBottom,(org.jfree.chart.ui.RectangleEdge),125 ,6,true
1225,2017-11-18T17:25:10.863,org.jfree.chart.block.BlockContainer,setArrangement,(org.jfree.chart.block.Arrangement),115 ,6,true
1226,2017-11-18T17:25:10.863,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,7,true
1227,2017-11-18T17:25:10.864,org.jfree.chart.plot.XYPlot,getLegendItems,(),5272 ,6,true
1228,2017-11-18T17:25:10.865,org.jfree.chart.plot.XYPlot,indexOf,(org.jfree.data.xy.XYDataset),1417 ,7,true
1229,2017-11-18T17:25:10.866,org.jfree.chart.plot.XYPlot,getRenderer,(int),1552 ,7,true
1230,2017-11-18T17:25:10.866,org.jfree.data.xy.XYBarDataset,getSeriesCount,(),126 ,7,false
1231,2017-11-18T17:25:10.866,org.jfree.data.xy.XYSeriesCollection,getSeriesCount,(),224 ,8,true
1232,2017-11-18T17:25:10.867,org.jfree.chart.renderer.AbstractRenderer,isSeriesVisible,(int),530 ,7,true
1233,2017-11-18T17:25:10.867,org.jfree.chart.util.BooleanList,getBoolean,(int),53 ,8,true
1234,2017-11-18T17:25:10.867,org.jfree.chart.util.AbstractObjectList,get,(int),93 ,9,true
1235,2017-11-18T17:25:10.867,org.jfree.chart.renderer.AbstractRenderer,isSeriesVisibleInLegend,(int),643 ,7,true
1236,2017-11-18T17:25:10.867,org.jfree.chart.util.BooleanList,getBoolean,(int),53 ,8,true
1237,2017-11-18T17:25:10.867,org.jfree.chart.util.AbstractObjectList,get,(int),93 ,9,true
1238,2017-11-18T17:25:10.868,org.jfree.chart.renderer.xy.XYBarRenderer,getLegendItem,(int  int),735 ,7,false
1239,2017-11-18T17:25:10.868,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,getPlot,(),280 ,8,true
1240,2017-11-18T17:25:10.868,org.jfree.chart.plot.XYPlot,getDataset,(int),1359 ,8,true
1241,2017-11-18T17:25:10.868,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,getLegendItemLabelGenerator,(),622 ,8,false
1242,2017-11-18T17:25:10.869,org.jfree.chart.labels.StandardXYSeriesLabelGenerator,generateLabel,(org.jfree.data.xy.XYDataset  int),103 ,8,true
1243,2017-11-18T17:25:10.872,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
1244,2017-11-18T17:25:10.872,org.jfree.chart.labels.StandardXYSeriesLabelGenerator,createItemArray,(org.jfree.data.xy.XYDataset  int),120 ,9,true
1245,2017-11-18T17:25:10.872,org.jfree.data.xy.XYBarDataset,getSeriesKey,(int),139 ,10,false
1246,2017-11-18T17:25:10.872,org.jfree.data.xy.XYSeriesCollection,getSeriesKey,(int),306 ,11,true
1247,2017-11-18T17:25:10.873,org.jfree.data.xy.XYSeriesCollection,getSeries,(int),262 ,12,true
1248,2017-11-18T17:25:10.873,org.jfree.data.xy.XYSeriesCollection,getSeriesCount,(),224 ,13,true
1249,2017-11-18T17:25:10.873,org.jfree.data.general.Series,getKey,(),137 ,12,true
1250,2017-11-18T17:25:10.873,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,getLegendItemToolTipGenerator,(),648 ,8,true
1251,2017-11-18T17:25:10.874,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,getLegendItemURLGenerator,(),673 ,8,true
1252,2017-11-18T17:25:10.874,org.jfree.chart.renderer.AbstractRenderer,lookupSeriesPaint,(int),770 ,8,true
1253,2017-11-18T17:25:10.874,org.jfree.chart.renderer.AbstractRenderer,getSeriesPaint,(int),795 ,9,true
1254,2017-11-18T17:25:10.874,org.jfree.chart.util.PaintList,getPaint,(int),58 ,10,true
1255,2017-11-18T17:25:10.874,org.jfree.chart.util.AbstractObjectList,get,(int),93 ,11,true
1256,2017-11-18T17:25:10.875,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,getDrawingSupplier,(),1560 ,9,true
1257,2017-11-18T17:25:10.875,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,getPlot,(),280 ,10,true
1258,2017-11-18T17:25:10.875,org.jfree.chart.plot.Plot,getDrawingSupplier,(),672 ,10,true
1259,2017-11-18T17:25:10.875,org.jfree.chart.plot.Plot,getParent,(),506 ,11,true
1260,2017-11-18T17:25:10.875,org.jfree.chart.plot.DefaultDrawingSupplier,getNextPaint,(),214 ,9,true
1261,2017-11-18T17:25:10.875,org.jfree.chart.renderer.AbstractRenderer,setSeriesPaint,(int  java.awt.Paint  boolean),822 ,9,true
1262,2017-11-18T17:25:10.876,org.jfree.chart.util.PaintList,setPaint,(int  java.awt.Paint),68 ,10,true
1263,2017-11-18T17:25:10.876,org.jfree.chart.util.AbstractObjectList,set,(int  java.lang.Object),107 ,11,true
1264,2017-11-18T17:25:10.876,org.jfree.chart.renderer.AbstractRenderer,lookupSeriesOutlinePaint,(int),1098 ,8,false
1265,2017-11-18T17:25:10.877,org.jfree.chart.renderer.AbstractRenderer,getSeriesOutlinePaint,(int),1123 ,9,false
1266,2017-11-18T17:25:10.877,org.jfree.chart.util.PaintList,getPaint,(int),58 ,10,true
1267,2017-11-18T17:25:10.877,org.jfree.chart.util.AbstractObjectList,get,(int),93 ,11,true
1268,2017-11-18T17:25:10.877,org.jfree.chart.renderer.AbstractRenderer,lookupSeriesOutlineStroke,(int),1425 ,8,false
1269,2017-11-18T17:25:10.878,org.jfree.chart.renderer.AbstractRenderer,getSeriesOutlineStroke,(int),1450 ,9,false
1270,2017-11-18T17:25:10.878,org.jfree.chart.util.StrokeList,getStroke,(int),56 ,10,false
1271,2017-11-18T17:25:10.878,org.jfree.chart.util.AbstractObjectList,get,(int),93 ,11,true
1272,2017-11-18T17:25:10.883,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,8,true
1273,2017-11-18T17:25:10.884,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,8,true
1274,2017-11-18T17:25:10.884,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,8,true
1275,2017-11-18T17:25:10.887,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,8,true
1276,2017-11-18T17:25:10.888,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,8,true
1277,2017-11-18T17:25:10.888,org.jfree.chart.renderer.AbstractRenderer,lookupLegendTextFont,(int),2518 ,8,true
1278,2017-11-18T17:25:10.888,org.jfree.chart.renderer.AbstractRenderer,getLegendTextFont,(int),2538 ,9,true
1279,2017-11-18T17:25:10.888,org.jfree.chart.LegendItem,setLabelFont,(java.awt.Font),649 ,8,true
1280,2017-11-18T17:25:10.889,org.jfree.chart.renderer.AbstractRenderer,lookupLegendTextPaint,(int),2590 ,8,true
1281,2017-11-18T17:25:10.889,org.jfree.chart.renderer.AbstractRenderer,getLegendTextPaint,(int),2610 ,9,true
1282,2017-11-18T17:25:10.889,org.jfree.chart.util.PaintList,getPaint,(int),58 ,10,true
1283,2017-11-18T17:25:10.889,org.jfree.chart.util.AbstractObjectList,get,(int),93 ,11,true
1284,2017-11-18T17:25:10.889,org.jfree.chart.LegendItem,setDataset,(org.jfree.data.general.Dataset),545 ,8,true
1285,2017-11-18T17:25:10.889,org.jfree.chart.LegendItem,setDatasetIndex,(int),572 ,8,true
1286,2017-11-18T17:25:10.889,org.jfree.data.xy.XYBarDataset,getSeriesKey,(int),139 ,8,false
1287,2017-11-18T17:25:10.890,org.jfree.data.xy.XYSeriesCollection,getSeriesKey,(int),306 ,9,true
1288,2017-11-18T17:25:10.890,org.jfree.data.xy.XYSeriesCollection,getSeries,(int),262 ,10,true
1289,2017-11-18T17:25:10.890,org.jfree.data.xy.XYSeriesCollection,getSeriesCount,(),224 ,11,true
1290,2017-11-18T17:25:10.890,org.jfree.data.general.Series,getKey,(),137 ,10,true
1291,2017-11-18T17:25:10.890,org.jfree.chart.LegendItem,setSeriesKey,(java.lang.Comparable),596 ,8,true
1292,2017-11-18T17:25:10.890,org.jfree.chart.LegendItem,setSeriesIndex,(int),618 ,8,true
